name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Listeria weihenstephanensis	1006155	species	3414128	8	1	0.0
Staphylococcus aureus subsp. aureus T0131	1006543	leaf	2913900	245	129	8.44866e-09
Klebsiella michiganensis KCTC 1686	1006551	leaf	5987261	3	2	0.0
Pusillimonas sp. T7-7	1007105	species	3928189	1	1	0.0
Lactobacillus ginsenosidimutans	1007676	species	2594393	4	3	0.0
Salmonella enterica subsp. enterica serovar Typhimurium str. 798	1008297	leaf	4970096	127	54	0
Pseudomonas aeruginosa PAK	1009714	leaf	6370657	9089	2653	0
Burkholderia cepacia GG4	1009846	leaf	6467321	8	6	0.0
bacterium enrichment culture clone ALO1_GLFRUDD03GX62V	1015661	species	513	1	0	0.0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	1016998	leaf	4859436	3873	144	0
Enterococcus faecalis OG1X	1027372	leaf	23713	56	2	0
Klebsiella aerogenes KCTC 2190	1028307	leaf	5285157	6	0	0.0
Lactobacillus pentosus MP-10	1028490	leaf	3831206	171	1	0
Staphylococcus aureus subsp. aureus VC40	1028799	leaf	2692570	71	2	0
Neorhizobium galegae bv. orientalis str. HAMBI 540	1028800	leaf	6459643	1	1	0.0
Pseudomonas sp. StFLB209	1028989	species	6334296	527	208	2.99391e-72
Hyphomicrobium nitrativorans NL23	1029756	leaf	3668468	2	0	0.0
Salmonella enterica subsp. enterica serovar Typhimurium str. SARA13	1029978	leaf	4819807	150	33	0
Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120	1029979	leaf	4781492	301	81	0
Salmonella enterica subsp. enterica serovar Abony str. 0014	1029983	leaf	4737447	4015	91	8.35988e-09
Salmonella enterica subsp. enterica serovar Heidelberg str. SARA35	1029997	leaf	4751206	114	19	4.31582e-10
Listeria monocytogenes M7	1030009	leaf	2976163	879	0	4.3652e-138
Sphingomonas sp. KC8	1030157	species	4123013	6	0	0.0
Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260	1031746	leaf	1754903	1	1	0.0
Campylobacter lanienae NCTC 13004	1031753	leaf	1602129	1	1	0.0
Campylobacter sputorum bv. sputorum RM3237	1031754	leaf	1752258	2	0	0.0
Campylobacter sputorum bv. faecalis CCUG 20703	1031920	leaf	1758810	1	0	0.0
Campylobacter sputorum bv. paraureolyticus LMG 11764	1032066	leaf	1726534	2	0	0.0
Campylobacter ureolyticus RIGS 9880	1032069	leaf	1643405	1	0	0.0
Lactobacillus kefiranofaciens ZW3	1033837	leaf	2356900	290	95	0
Thioalkalivibrio sulfidiphilus	1033854	species	7164	65	0	0
Rhodococcus sp. WB1	1033922	species	6152807	1	0	0.0
Rhizobium leguminosarum bv. trifolii CB782	1033991	leaf	6703653	1	1	0.0
Artificial vector pJL519	1034053	species	7869	3	0	9.41031e-136
Artificial vector pJL529	1034054	species	6799	2	0	0.0
Artificial vector pJL531	1034055	species	5716	1	0	1.38012e-68
Artificial vector pJL541	1034056	species	8765	2	0	0.0
Staphylococcus lugdunensis N920143	1034809	leaf	2595888	1	1	0.0
Bacillus amyloliquefaciens XH7	1034836	leaf	3939203	2	1	0.0
Variovorax sp. HW608	1034889	species	7733665	20	12	0.0
Listeria sp. GP3	1035157	species	1495	1	1	0.0
Ulonema rhizophorum	1035511	species	3974	1	0	0.0
Mamiellophyceae	1035538	class	0	1	0	0.0
Bacillus sp. NS032	1036165	species	1402	1	0	0.0
bacterium enrichment culture clone En_UW_07	1036393	species	340	8	0	7.10351e-67
Rhodospirillum rubrum F11	1036743	leaf	4352825	5	0	0.0
Bradyrhizobium japonicum USDA 6	1037409	leaf	9263394	2	0	0.0
Tilletiaria anomala UBC 951	1037660	leaf	12383000	22	21	0.0
Bacillus sp. AY-2011-RS02	1037671	species	1121	1	1	0.0
Pseudomonas fluorescens A506	1037911	leaf	6019944	2	0	0.0
Escherichia coli O104:H4	1038927	leaf	5443676	1380	145	5.08315e-09
Streptomyces xinghaiensis S187	1038929	leaf	7159796	2	0	0.0
Drosophila rhopaloa	1041015	species	61977942	11	0	0.0
Tremella cladoniae	1041174	species	4847	76	0	0
Tremella phaeophysciae	1041186	species	3023	39	0	4.2522e-05
Carcinomyces effibulatus	1041194	species	6384	1	0	0.0
Mycobacterium colombiense CECT 3035	1041522	leaf	5591539	12	0	0.0
Wickerhamomyces ciferrii	1041607	species	9894743	7	0	0.0
Lactobacillus pentosus IG1	1042160	leaf	3982512	6	0	0
endophytic bacterium 841P-3	1042351	species	2699	365	0	0
Pseudomonas putida S16	1042876	leaf	6003516	2	1	0.0
Cupriavidus necator N-1	1042878	leaf	8481328	57	39	0.0
Pseudomonas sp. 11A	1043491	species	504	19	0	0
Oenococcus kitaharae DSM 17330	1045004	leaf	7267	1	0	0.0
Escherichia coli O157	1045010	leaf	17281542	149	90	0
Rhodococcus sp. YL-1	1045808	species	7604117	1	0	0.0
Weissella koreensis KACC 15510	1045854	leaf	1442309	7	0	0.0
Pseudoxanthomonas spadix BD-a59	1045855	leaf	3453070	117	37	0.0
Enterobacter cloacae EcWSU1	1045856	leaf	4798455	32	0	0.0
Brachyspira intermedia PWS/A	1045858	leaf	3315373	2	0	0.0
Operophtera brumata nucleopolyhedrovirus	1046267	species	120993	4	4	0.0
Reporter gene-fusion vector pFU84	1047786	species	4993	28	0	0
Reporter gene-fusion vector pFU86	1047787	species	5007	28	0	0
Escherichia coli O104:H4 str. C227-11	1048254	leaf	5446006	50	0	0
Halopenitus persicus	1048396	species	3111842	3	3	0.0
Escherichia coli O55:H7 str. RM12579	1048689	leaf	5448306	131	1	0
Pseudomonas sp. DB5(2011)	1049208	species	678	8	0	0
Pseudomonas sp. DB7(2011)	1049209	species	677	3	0	0
Lactobacillus delbrueckii subsp. sunkii	1050107	subspecies	2010154	186	0	0
Sulfobacillus acidophilus TPY	1051632	leaf	3551342	1	0	0.0
Vibrio tubiashii ATCC 19109	1051646	leaf	5553011	1	0	0.0
Rhodococcus fascians D188	1051973	leaf	5761178	17	15	0.0
Shigella sp. H7	1052118	species	1504	1	0	0.0
Bacillus subtilis subsp. spizizenii TU-B-10	1052585	leaf	4207946	65254	678	2.05499e-08
Bacillus subtilis subsp. subtilis str. RO-NN-1	1052588	leaf	4011949	1163	114	1.53454e-09
Escherichia coli O91 str. RM7190	1055545	leaf	5030336	14	1	4.07745e-10
Trypanosoma vivax Y486	1055687	leaf	22978235	1	0	0.0
Weissella thailandensis fsh4-2	1056112	leaf	1968992	8	7	0.0
Habenaria humilis	1056221	species	4599	2	0	0.0
Habenaria macronectar	1056235	species	5183	2	0	0.0
Megasphaera elsdenii DSM 20460	1064535	leaf	2487033	3	3	0.0
Azospirillum brasilense Sp245	1064539	leaf	7667587	4	0	0.0
Salmonella enterica subsp. enterica serovar Thompson str. RM6836	1064551	leaf	4707648	122	0	1.74227e-09
Amycolatopsis methanolica 239	1068978	leaf	7257342	5	0	0.0
Streptococcus infantarius subsp. infantarius CJ18	1069533	leaf	2009070	1	0	0.0
Lactobacillus ruminis ATCC 27782	1069534	leaf	2118495	3	0	0.0
Staphylococcus sp. MAL54	1069973	species	638	1	0	0
Enterobacteriaceae bacterium symbiont of Icerya purchasi	1070127	species	1125	1	0	0.0
Bulboplastis apyrenoidosa	1070855	species	611803	1	0	0.0
Naumovozyma dairenensis CBS 421	1071378	leaf	22155175	5	1	0.0
Tetrapisispora blattae CBS 6284	1071380	leaf	22820821	10	8	0.0
Tetrapisispora phaffii CBS 4417	1071381	leaf	20161570	4	1	0.0
Kazachstania africana CBS 2517	1071382	leaf	18988301	1	1	0.0
Lactobacillus buchneri CD034	1071400	leaf	2563902	1	0	0
Corynebacterium uterequi	1072256	species	2422492	3	3	0.0
Marssonina brunnea f. sp. 'multigermtubi' MB_m1	1072389	leaf	14950719	1	1	0.0
Escherichia coli O7:K1 str. CE10	1072459	leaf	5378729	669	22	1.24101e-08
Salmonella enterica subsp. enterica serovar Agona str. 392869-2	1072590	leaf	4798530	117	19	5.1277e-09
Shigella sp. MO17	1072658	species	54291	114	1	4.2795e-08
Cronobacter condimenti 1330	1073999	leaf	4507179	13	3	0
Cronobacter universalis NCTC 9529	1074000	leaf	4462933	22	13	0
Staphylococcus aureus subsp. aureus HO 5096 0412	1074252	leaf	2832661	887	0	0
Staphylococcus aureus subsp. aureus ST228	1074919	leaf	22287654	40	16	0
Scepticus uniformis	1075057	species	193586	4	0	0.0
Pantoea rwandensis	1076550	species	4341328	6	5	0.0
Thiolapillus brandeum	1076588	species	3155178	1	0	0.0
Entamoeba nuttalli P19	1076696	leaf	8050243	9	0	0.0
Streptococcus lutetiensis 033	1076934	leaf	1975661	1	0	0.0
Shuttle vector pSenArg	1077179	species	8155	51	0	7.94173e-13
Streptococcus oralis subsp. tigurinus	1077464	subspecies	1912216	1	1	0.0
Paracoccus zhejiangensis	1077935	species	4638670	1	0	0.0
Enterococcus sp. R18	1079028	species	417	1	1	0.0
Pseudomonas sp. P80(2011)	1079842	species	2570	19	0	0
Pseudomonas sp. P86(2011)	1079846	species	2568	11	0	0
Pseudomonas sp. P2(2011)	1079847	species	2606	30	0	0
Pseudomonas sp. P85(2011)	1079851	species	2557	19	0	0
Streptomyces chartreusis NRRL 3882	1079985	leaf	18110775	8	0	0.0
Saccharomyces eubayanus	1080349	species	8488625	31	16	0
Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078	1081093	leaf	4637962	131	0	7.48046e-47
Isaria fumosorosea ARSEF 2679	1081104	leaf	14622864	1	1	0.0
Pseudomonas aeruginosa PA103	1081927	leaf	62599	1	0	0
Pseudomonas putida B6-2	1081940	leaf	6383644	4	0	0.0
Follicularia texensis	1082342	species	13329	1	0	0.0
bacterium A15(2011)	1082550	species	1377	1	0	0.0
Comamonas serinivorans	1082851	species	4524322	17	16	0.0
Shigella flexneri 5a str. M90T	1086030	leaf	486459	45	0	1.19592e-84
Novosphingobium pentaromativorans US6-1	1088721	leaf	5458238	5	0	0.0
Francisella noatunensis subsp. noatunensis FSC772	1089433	leaf	1933822	1	0	0.0
Dickeya solani	1089444	species	10049624	13	0	0.0
Pseudomonas aeruginosa NCGM2.S1	1089456	leaf	6764661	1126	185	6.14076e-09
Kazachstania solicola	1089532	species	2836	3	0	0
Kazachstania spencerorum	1089533	species	18658	4	0	0
Bryoria tenuis	1089818	species	94087	2	2	0.0
Enterobacteria phage IME10	1090133	species	79292	254	0	7.92085e-45
Nakamurella panacisegetis	1090615	species	5020235	27	24	0.0
Virgibacillus sp. SL15	1090863	species	1428	1	0	0.0
Melissococcus plutonius DAT561	1090974	leaf	2045253	12	9	0.0
Bacillus amyloliquefaciens IT-45	1091041	leaf	3936866	2	0	0.0
Cutibacterium acnes subsp. defendens ATCC 11828	1091045	leaf	2504074	7	0	2.97825e-43
Pseudomonas phage JBD26	1093672	species	37840	2	1	5.95927e-08
Pseudomonas aeruginosa DK2	1093787	leaf	6402658	4244	847	2.73724e-07
Alcanivorax xenomutans	1094342	species	4751250	1	0	0.0
Megavirus chiliensis	1094892	species	1259197	1	0	0.0
Pantoea ananatis PA13	1095774	leaf	4867131	4	1	0.0
Pseudonocardia sp. EC080619-01	1096856	species	7205934	1	0	0.0
Acinetobacter baumannii BJAB0715	1096996	leaf	4053889	1	0	0.0
Burkholderia sp. YI23	1097668	species	8896770	1	1	0.0
Clavibacter nebraskensis NCPPB 2581	1097677	leaf	3063596	12	0	0.0
Limnohabitans sp. KL1	1100714	species	4396	1	0	0.0
Enterococcus faecium NRRL B-2354	1104325	leaf	2849891	44	0	0
Enterobacter cloacae subsp. dissolvens SDM	1104326	leaf	4970523	27	6	0
Chromobacterium vaccinii	1108595	species	5056739	6	3	0.0
Brenneria goodwinii	1109412	species	5439577	23	12	0.0
Streptomyces sp. SCSIO 03032	1109743	species	6464896	1	1	0.0
Tistrella mobilis KA081020-065	1110502	leaf	6513633	8	4	0.0
Streptococcus troglodytae	1111760	species	2132293	2	2	0.0
Gordonia polyisoprenivorans VH2	1112204	leaf	5851522	2	2	0.0
Neoscona theisi	1112448	species	22031	1	1	0.0
Bacillus velezensis CAU B946	1114958	leaf	4020587	2	0	0.0
Cutibacterium acnes TypeIA2 P.acn33	1114966	leaf	2489623	3	1	1.64725e-09
Cutibacterium acnes TypeIA2 P.acn17	1114967	leaf	2522885	2	0	1.60507e-64
Cutibacterium acnes TypeIA2 P.acn31	1114969	leaf	2498766	2	0	4.58966e-66
Pseudomonas fluorescens F113	1114970	leaf	6846218	528	0	0.0
Escherichia phage 1720a-02	1115653	species	48567	27	0	0
Serratia sp. HX-1-4	1115977	species	1505	1	1	0.0
Xylobanus sp. VK-2011	1117121	species	7157	1	0	0.0
Mycoplasma canis PG 14	1117644	leaf	905184	8	0	0.0
Elizabethkingia anophelis	1117645	species	44054357	2	2	0.0
Sinorhizobium fredii HH103	1117943	leaf	7352962	1	0	0.0
Pseudomonas sp. YA6	1118292	species	1355	1	0	0
Staphylococcus aureus subsp. aureus M013	1118959	leaf	2788636	670	209	1.51129e-08
Arthrobacter sp. Rue61a	1118963	species	5082484	3	0	0.0
Brevibacillus laterosporus DSM 25	1121121	leaf	5400144	4	4	0.0
Corynebacterium halotolerans YIM 70093 = DSM 44683	1121362	leaf	3226477	16	10	0.0
Enterococcus columbae DSM 7374 = ATCC 51263	1121865	leaf	17754	3	0	0
Erysipelothrix tonsillarum DSM 14972	1121874	leaf	10542	1	0	0.0
Martelella mediterranea DSM 17316	1122214	leaf	5693067	6	0	0.0
Pseudomonas aeruginosa DSM 50071 = NBRC 12689	1123015	leaf	6317050	5080	0	1.57367e-46
Pseudomonas balearica DSM 6083	1123016	leaf	4394416	70	22	0
Sphingomonas sanxanigenens DSM 19645 = NX02	1123269	leaf	6580298	10	5	0.0
Pseudomonas stutzeri DSM 10701	1123519	leaf	4174497	20	7	0
Staphylococcus aureus subsp. aureus 11819-97	1123523	leaf	2868863	907	85	0
Klebsiella pneumoniae subsp. pneumoniae Kp13	1123862	leaf	5739888	22	22	0.0
Pantoea ananatis LMG 5342	1123863	leaf	4910245	3	0	0.0
Escherichia phage TL-2011b	1124654	species	44784	23	0	1.33711e-28
Escherichia phage TL-2011c	1124655	leaf	60523	2	0	9.93028e-69
Salmonella enterica subsp. enterica serovar Agona str. 460004 2-1	1124917	leaf	4797171	79	0	1.96741e-137
Salmonella enterica subsp. enterica serovar Heidelberg str. 41578	1124936	leaf	4951478	1	0	4.14109e-10
Salmonella enterica subsp. enterica serovar Minnesota str. ATCC 49284	1124956	leaf	4592393	227	1	0
Salmonella enterica subsp. enterica serovar Muenster str. 0315	1124958	leaf	4972820	446	1	0
Salmonella enterica subsp. enterica serovar Muenster str. 420	1124959	leaf	4756014	142	1	3.01822e-09
Salmonella enterica subsp. enterica serovar Panama str. ATCC 7378	1124961	leaf	4555576	68	6	0
Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673	1124962	leaf	5091833	197	31	0
Pseudomonas protegens CHA0	1124983	leaf	6869402	11	0	0.0
Morganella morganii subsp. morganii KT	1124991	leaf	3799654	3	0	0
Mycoplasma capricolum subsp. capripneumoniae 87001	1124992	leaf	1017333	1	0	0.0
Listeria monocytogenes 07PF0776	1126011	leaf	2901678	1007	259	2.90228e-09
Paenibacillus beijingensis	1126833	species	5751482	1	1	0.0
Nocardia cyriacigeorgica GUH-2	1127134	leaf	6195506	10	10	0.0
Anisomeridium phaeospermum	1127295	species	1502	1	0	0.0
Salmonella phage SPN9CC	1127357	species	40128	79	0	3.03299e-17
Bacillus sp. JS	1127744	species	4121132	5068	49	0
Megavirus terra1	1128143	leaf	1255756	2	2	0.0
Sinorhizobium fredii CCBAU 83666	1128334	leaf	7083389	1	1	0.0
Salmonella enterica subsp. enterica serovar Nitra	1129117	leaf	4692278	159	9	0
Pseudomonas phage phi297	1129145	species	49135	598	144	6.17125e-07
Pseudomonas virus PMG1	1129146	species	54024	595	300	8.6304e-07
Paraglaciecola psychrophila 170	1129794	leaf	5413691	1	1	0.0
Lactobacillus mucosae LM1	1130798	leaf	2434610	911	21	8.53142e-10
Ralstonia solanacearum FJAT-91	1130829	leaf	5874087	1	0	0.0
uncultured bacterium W5-102b	1130996	species	38856	1	1	0.0
Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12	1132507	leaf	4949783	1	1	0.0
Pseudomonas sp. JSK6	1132581	species	5757	159	0	0
Brachyspira pilosicoli B2904	1133568	leaf	2766183	3	0	0.0
Lactobacillus vini DSM 20605	1133569	leaf	63491	1	0	0.0
Arthrobacter sp. CMB	1133689	species	1956	78	0	0
Cellulomonas sp. A7	1133690	species	1414	32	0	0
Cellulosimicrobium sp. W2	1133692	species	1795	78	0	0
Nocardia brasiliensis ATCC 700358	1133849	leaf	9450565	2	1	0.0
Streptomyces hygroscopicus subsp. jinggangensis 5008	1133850	leaf	10385140	8	0	0.0
Escherichia coli O104:H4 str. 2011C-3493	1133852	leaf	5437407	87	33	2.30756e-09
Escherichia coli O104:H4 str. 2009EL-2071	1133853	leaf	5389708	22	0	0
Babesia microti strain RI	1133968	leaf	11216281	1	1	0.0
Melioribacter roseus	1134405	species	10423	1	0	0.0
Thauera humireducens	1134435	species	4173856	2	1	0.0
Propionibacterium acnes HL096PA1	1134454	leaf	2549775	2	0	1.23159e-53
Klebsiella michiganensis	1134687	species	24482533	379	3	0
Escherichia sp. enrichment culture clone 19(2012)	1134749	species	1493	1	0	0.0
Pseudomonas sp. enrichment culture clone 24(2012)	1134759	species	1514	1	0	0.0
Pseudomonas sp. enrichment culture clone 5(2012)	1134760	species	1506	1	0	0.0
Escherichia coli O104:H4 str. 2009EL-2050	1134782	leaf	5438174	951	3	3.08153e-09
Rhodococcus erythropolis CCM2595	1136179	leaf	6371421	11	0	0
Torulaspora microellipsoides	1136883	species	110616	3	0	0.0
Cronobacter sakazakii ES15	1138308	leaf	4270119	26	1	0
Escherichia sp. enrichment culture clone 04	1138315	species	1506	1	0	0.0
Pseudomonas sp. enrichment culture clone 08	1138320	species	1500	1	0	0.0
Mycobacterium paraintracellulare	1138383	species	5508293	6	1	0.0
Lactobacillus curieae	1138822	species	2100537	47	2	0
Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076	1139996	leaf	23057	2	0	0
Enterococcus sulfureus ATCC 49903	1140003	leaf	20983	1	0	0
Massilia putida	1141883	species	7526900	333	310	0.0
Phycisphaera mikurensis NBRC 102666	1142394	leaf	3885330	1	0	0.0
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	1142511	leaf	720269	1	0	0.0
Torulaspora quercuum	1143185	species	106203	20	0	0.0
Corallococcus coralloides DSM 2259	1144275	leaf	10089378	3	2	0.0
bacterium S20	1144277	species	1425	1	0	0
bacterium NLAE-zl-P252	1146103	species	1433	1	0	0
bacterium NLAE-zl-P740	1146629	species	1418	1	1	0.0
Blastococcus saxobsidens DD2	1146883	leaf	4876208	24	24	0.0
Salmonella phage SPN3UB	1147140	species	47355	1568	0	0
Enterobacteria phage HK446	1147145	species	39026	1	0	7.85605e-64
Enterobacteria phage HK629	1147148	species	47288	12	0	3.76496e-61
Enterobacteria phage mEp043 c-1	1147149	species	42780	1	0	2.55248e-62
Enterobacteria phage mEp460	1147152	species	44510	110	0	0
Enterobacteria phage mEpX2	1147154	species	38759	30	29	0.0
Enterobacterial phage mEp213	1147156	species	44120	1	0	0
Enterobacterial phage mEp234	1147157	species	39578	13	0	3.8061e-62
Plant transformation vector pCITCAM101	1147716	species	9297	164	0	1.279e-05
Escherichia phage JLK-2012	1147722	species	57198	47	0	1.39515e-07
Elaeophora elaphi	1147741	species	82568297	14	8	0.0
Pseudomonas mandelii JR-1	1147786	leaf	7188564	11	0	0.0
Pseudomonas aeruginosa PAO1H2O	1147787	leaf	6264404	7584	4147	0
Pseudomonas prosekii	1148509	species	6101992	3	0	0.0
Bacillus sp. 4399	1148514	species	436	233	0	0
Bacillus sp. 4470	1148515	species	392	233	0	0.027451
Scheffersomyces sp. BG090807.3.9.3.1.2	1148576	species	402	1	1	0.0
Pseudomonas pseudoalcaligenes KF707 = NBRC 110670	1149133	leaf	6281681	5285	4807	0
Bifidobacterium scardovii JCM 12489 = DSM 13734	1150461	leaf	3168015	1	1	0.0
Scardovia inopinata JCM 12537	1150468	leaf	1805569	13	0	0
Bacillus velezensis UCMB5113	1150476	leaf	3889532	6	0	0
Pseudomonas sp. enrichment culture clone TLF-A	1150780	species	936	61	0	0
Pseudomonas sp. enrichment culture clone TLF-B	1150781	species	1023	176	0	0
Rahnella aquatilis HX2	1151116	leaf	5672506	1	0	0.0
Cloning vector pANTS-AraLambdaREDdnaAdnaN	1151785	species	8741	132	0	2.45798e-61
Cloning vector pRepAts-dnaA	1151788	species	5170	40	0	9.46453e-27
Serratia plymuthica PRI-2C	1154756	leaf	5474685	2	0	0.0
Staphylococcus aureus subsp. aureus 71193	1155084	leaf	2715000	110	61	1.51104e-09
Enterococcus faecium Aus0004	1155766	leaf	3021599	3	0	0.0
uncultured Nostocoida sp.	1156402	species	5483	1	0	0.0
Streptococcus sp. I-G2	1156431	species	1997517	1	1	0.0
Salmonella sp. XJ-ZG1	1156737	species	1380	77	0	0
Amycolatopsis orientalis HCCB10007	1156913	leaf	9053559	1	0	0.0
Cloning vector pEAI3-S54	1157690	species	7803	231	0	7.91938e-06
Providencia stuartii MRSN 2154	1157951	leaf	4402225	1	0	0.0
Kosakonia sacchari	1158459	species	4952104	105	0	0
Helicobacter pylori GAMchJs124i	1159062	leaf	1061108	1	0	0.0
Cronobacter malonaticus LMG 23826	1159491	leaf	4491700	3464	12	5.66271e-07
Cronobacter dublinensis subsp. dublinensis LMG 23823	1159554	leaf	4652398	11	5	0
Cronobacter muytjensii ATCC 51329	1159613	leaf	4396922	16	2	0
Aspergillus oryzae 3.042	1160506	leaf	29192	1	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg str. B182	1160717	leaf	4792459	271	118	4.2785e-09
Bacillus sp. enrichment culture clone M7C6	1161221	species	571	1	0	1.04848e-05
Brachyspira pilosicoli WesB	1161918	leaf	2892617	3	0	0.0
Bacillus sp. PAEsD-1	1162034	species	1498	1	0	0
Paenibacillus sp. XWS-47	1162533	species	587	1	0	0
Cronobacter sp. SaH-11	1162944	species	740	1	0	0.0
Stenotrophomonas maltophilia D457	1163399	leaf	4777414	220	56	0
Sulfuricella denitrificans skB26	1163617	leaf	3224368	1	1	0.0
Bacillales bacterium 'ARUP UnID 596'	1163935	species	455	8	0	0.0
Leuconostoc gelidum subsp. gasicomitatum KG16-1	1165892	leaf	2050732	3	0	1.54021e-192
Enterobacter sp. R4-368	1166130	species	5179845	78	3	0
Staphylococcal allelic exchange vector pIMAY	1167618	species	5743	112	0	3.04148e-05
Achromobacter xylosoxidans NH44784-1996	1167634	leaf	6917059	52	5	0.0
Salmonella phage vB_SemP_Emek	1168548	species	39783	34	0	9.46889e-19
Salmonella phage vB_SosS_Oslo	1168549	species	49116	172	0	5.48636e-57
environmental Halophage eHP-11	1168813	species	22863	51	0	1.49095e-181
Cutibacterium avidum 44067	1170318	leaf	2526255	1	0	1.24417e-36
Salmonella enterica subsp. enterica serovar Typhimurium str. U288	1171376	leaf	5017059	104	1	2.06491e-47
Kocuria sp. BVB03	1172359	species	3319	1	0	3.8364e-154
